Date,Open,High,Low,Close,Adj Close,Volume
1998-06-03,10.650000,10.650000,10.650000,10.650000,7.132200,0
1998-06-04,10.680000,10.680000,10.680000,10.680000,7.152291,0
1998-06-05,10.630000,10.630000,10.630000,10.630000,7.118808,0
1998-06-08,10.730000,10.730000,10.730000,10.730000,7.185777,0
1998-06-09,10.760000,10.760000,10.760000,10.760000,7.205868,0
1998-06-10,10.660000,10.660000,10.660000,10.660000,7.138898,0
1998-06-11,10.620000,10.620000,10.620000,10.620000,7.112110,0
1998-06-12,10.480000,10.480000,10.480000,10.480000,7.018355,0
1998-06-15,10.470000,10.470000,10.470000,10.470000,7.011659,0
1998-06-16,10.580000,10.580000,10.580000,10.580000,7.085324,0
1998-06-17,10.730000,10.730000,10.730000,10.730000,7.185777,0
1998-06-18,10.890000,10.890000,10.890000,10.890000,7.292930,0
1998-06-19,10.810000,10.810000,10.810000,10.810000,7.239354,0
